League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
SPAIN - LALIGA2,2024-03-25,16:30:00,Albacete,Ferrol,2.0,2.06,4.6,5.1,3.2,3.4,1.55,1.69,2.46,2.82,2.2,2.36,1.73,1.84,6.8,11.0,11.0,13.0,6.0,42.0,6.6,160.0,6.2,7.0,7.0,8.0,18.5,26.0,6.4,100.0,9.4,11.0,10.0,11.5,6.4,32.0,6.8,130.0,20.0,29.0,6.0,34.0,6.4,70.0,6.8,250.0,5.5,27.0,6.6,150.0,6.8,1000.0,33117582,309089.0,10478536.0,58805.0,1.226299773,0.0,0.0,0.0,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
ITALY - SERIE C,2024-03-25,16:30:00,Crotone,Casertana,1.87,2.24,3.5,10.0,2.74,4.8,1.62,1.95,2.04,2.62,1.13,970.0,1.13,970.0,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33127815,60300.0,5727546.0,58805.0,0.0,1.22647514,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
COLOMBIA - PRIMERA A,2024-03-25,18:00:00,Once Caldas,Alianza,1.89,1.98,4.6,5.1,3.35,3.7,1.69,1.87,2.16,2.44,1.92,2.16,1.87,2.08,9.0,12.0,4.8,980.0,5.8,38.0,2.34,1000.0,7.0,980.0,7.2,8.8,16.0,980.0,2.44,1000.0,4.6,12.0,4.5,980.0,18.0,980.0,2.34,1000.0,17.5,24.0,18.5,25.0,6.0,50.0,2.34,1000.0,2.34,18.5,1.81,100.0,1.84,1000.0,33120340,816112.0,5615116.0,58805.0,1.22636312,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
CHILE - PRIMERA DIVISION,2024-03-25,19:00:00,U. De Chile,Cobresal,1.84,1.94,4.4,5.0,3.7,4.1,2.0,2.24,1.81,2.0,1.78,1.9,2.12,2.3,13.5,980.0,6.2,19.5,7.4,38.0,8.6,110.0,4.9,980.0,8.0,980.0,6.2,20.0,8.0,60.0,10.5,13.0,4.9,980.0,6.2,20.0,8.2,65.0,6.6,23.0,6.4,21.0,7.4,36.0,8.4,100.0,5.2,12.0,7.4,55.0,3.1,1000.0,33120922,1069686.0,5129865.0,58805.0,1.226376344,1.226376389,0.0,0.0,2.0,2.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
ECUADOR - LIGA PRO,2024-03-25,21:00:00,Orense,Emelec,3.3,3.7,2.32,2.52,3.15,3.5,1.67,1.83,2.2,2.5,1.93,2.1,1.92,2.08,9.4,11.5,7.8,9.6,12.0,17.5,26.0,980.0,9.6,13.5,6.6,7.8,10.0,13.0,23.0,34.0,17.5,27.0,12.5,16.0,16.5,21.0,6.0,980.0,7.6,980.0,30.0,980.0,6.2,980.0,6.6,980.0,6.2,980.0,5.5,28.0,6.8,1000.0,33125844,17583926.0,328197.0,58805.0,1.22644529,1.226445335,0.0,0.0,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
VENEZUELA - LIGA FUTVE,2024-05-26,18:30:00,Angostura,Puerto Cabello,2.9,3.35,2.52,2.9,3.0,3.55,1.72,1.84,2.18,2.4,1.82,2.06,1.96,2.22,3.6,13.5,3.55,12.5,3.95,980.0,4.5,980.0,3.65,14.0,6.2,8.0,9.8,15.5,4.1,980.0,3.8,980.0,3.8,980.0,3.9,980.0,4.3,980.0,4.2,980.0,4.1,980.0,4.2,980.0,4.4,980.0,4.1,980.0,4.0,980.0,4.5,1000.0,33301247,10160867.0,13442344.0,58805.0,1.229319999,1.229320044,1.229320083,1.229320008,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
