League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
SOUTH KOREA - K LEAGUE 2,2024-05-27,07:30:00,Bucheon FC 1995,Asan,2.58,2.78,3.1,3.4,3.0,3.3,1.64,1.79,2.28,2.58,1.98,2.12,1.9,2.02,7.2,13.5,3.85,11.5,5.0,24.0,5.2,980.0,3.8,10.0,6.4,7.6,12.0,18.0,5.1,980.0,13.0,19.0,10.5,16.0,5.0,25.0,5.2,980.0,5.2,980.0,5.5,980.0,5.1,980.0,5.5,980.0,4.8,980.0,5.0,980.0,5.5,1000.0,33292859,7345624.0,41061425.0,58805.0,1.229211945,1.22921199,1.229212029,1.229211954,3.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
EGYPT - PREMIER LEAGUE,2024-05-27,10:00:00,Pyramids,El Gouna,1.32,1.36,11.0,13.5,5.7,6.2,2.38,2.68,1.6,1.73,1.96,2.18,1.86,2.06,6.6,34.0,6.8,980.0,7.4,980.0,7.8,1000.0,7.8,10.5,11.0,14.5,6.8,980.0,7.8,980.0,6.6,8.8,8.8,11.5,6.6,980.0,7.6,980.0,8.6,12.0,11.5,15.5,6.6,980.0,7.6,980.0,3.2,5.3,7.8,980.0,8.0,1000.0,33293639,19918253.0,5202561.0,58805.0,1.229218875,1.22921892,1.229218959,1.229218884,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
FINLAND - VEIKKAUSLIIGA,2024-05-27,12:00:00,VPS,Inter Turku,2.0,2.04,4.0,4.3,3.75,3.9,2.2,2.22,1.83,1.84,1.73,1.79,2.26,2.38,15.0,16.5,15.5,17.5,28.0,32.0,60.0,80.0,10.0,11.0,8.0,8.6,15.0,16.5,36.0,46.0,11.5,13.0,9.6,10.5,16.0,17.5,46.0,55.0,21.0,23.0,17.5,19.0,29.0,32.0,60.0,80.0,11.0,12.0,13.0,42.0,18.5,980.0,33289739,139511.0,139505.0,58805.0,1.229169939,1.229169984,1.229170023,1.229169948,3.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
FINLAND - VEIKKAUSLIIGA,2024-05-27,12:00:00,Lahti,SJK,3.85,4.1,2.04,2.08,3.8,3.9,2.08,2.12,1.9,1.92,1.76,1.82,2.22,2.32,14.0,16.0,9.6,10.5,12.0,13.0,22.0,25.0,14.0,16.0,7.8,8.6,9.6,10.5,18.5,21.0,25.0,29.0,14.5,16.0,16.0,17.5,30.0,34.0,15.5,75.0,38.0,44.0,44.0,50.0,75.0,90.0,30.0,42.0,12.0,13.5,18.0,980.0,33289738,139506.0,5418845.0,58805.0,1.22917003,1.229170075,1.229170114,1.229170039,0.0,4.0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
EGYPT - PREMIER LEAGUE,2024-05-27,13:00:00,Al Ittihad,Zamalek,3.95,4.3,2.12,2.2,3.3,3.4,1.71,1.77,2.28,2.42,2.02,2.12,1.9,1.97,8.8,12.5,7.4,32.0,9.2,14.5,22.0,34.0,9.4,14.0,6.8,8.0,9.4,40.0,21.0,32.0,20.0,980.0,12.0,21.0,18.5,26.0,6.2,980.0,6.6,980.0,6.4,980.0,6.0,980.0,6.2,980.0,6.0,980.0,5.2,25.0,7.0,1000.0,33299172,7023879.0,5174134.0,58805.0,1.229293201,1.229293246,1.229293285,1.22929321,0.0,2.0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
ESTONIA - MEISTRILIIGA,2024-05-27,13:00:00,Tammeka,Narva,2.04,2.14,3.6,4.0,3.65,4.1,2.12,2.26,1.8,1.9,1.72,1.85,2.18,2.38,4.2,19.5,13.0,19.0,5.0,34.0,4.9,980.0,9.4,13.0,3.55,980.0,4.3,18.5,4.7,980.0,4.2,16.0,4.0,980.0,4.5,980.0,4.9,1000.0,4.8,980.0,4.4,980.0,4.6,980.0,5.0,980.0,3.8,55.0,4.7,980.0,5.4,1000.0,33305000,5407303.0,46983.0,58805.0,1.229372334,1.229372379,1.229372418,1.229372343,0.0,2.0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
BULGARIA - PARVA LIGA,2024-05-27,14:00:00,Botev Plovdiv,Arda,5.4,6.4,1.61,1.66,4.1,4.6,2.08,2.22,1.82,1.91,1.85,2.02,1.98,2.18,14.0,16.5,8.0,9.6,8.8,10.0,14.0,16.5,19.5,23.0,8.6,10.0,9.0,9.6,14.0,17.0,40.0,50.0,20.0,24.0,18.0,22.0,28.0,34.0,11.5,980.0,11.0,90.0,46.0,85.0,40.0,170.0,11.0,100.0,7.6,9.4,13.5,1000.0,33299045,1255220.0,20731976.0,58805.0,1.22929354,1.229293585,1.229293624,1.229293549,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
BULGARIA - PARVA LIGA,2024-07-20,13:00:00,Botev Plovdiv,Arda,2.46,2.66,3.3,3.5,3.0,3.35,1.64,1.7,2.42,2.58,2.04,2.16,1.86,1.97,8.4,11.5,8.0,980.0,16.0,980.0,5.5,980.0,6.6,980.0,6.4,980.0,11.0,18.0,5.3,980.0,10.5,980.0,9.2,980.0,18.5,980.0,5.4,980.0,5.3,980.0,5.2,980.0,5.4,980.0,5.8,980.0,2.4,980.0,2.34,980.0,5.7,1000.0,33402310,878125.0,20731976.0,58805.0,1.230523523,1.230523568,1.230523607,1.230523532,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
SWEDEN - ALLSVENSKAN,2024-05-27,14:00:00,Norrkoping,Varnamo,2.0,2.02,4.0,4.2,3.75,3.85,2.16,2.22,1.82,1.85,1.72,1.77,2.3,2.42,15.5,16.5,15.5,17.0,26.0,30.0,16.5,80.0,10.0,11.0,8.0,8.6,14.5,16.0,40.0,42.0,12.0,13.5,9.6,10.5,15.0,17.0,40.0,50.0,22.0,24.0,18.0,20.0,29.0,32.0,65.0,80.0,10.0,12.5,27.0,46.0,18.0,980.0,33290297,30683.0,384107.0,58805.0,1.22917872,1.22917873,1.229178719,1.229178729,0.0,4.0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
SWEDEN - SUPERETTAN,2024-05-27,14:00:00,Utsikten,Brage,2.82,2.92,2.68,2.78,3.45,3.55,1.93,1.96,2.04,2.08,1.76,1.87,2.14,2.3,12.0,13.5,10.5,11.5,16.0,17.5,34.0,40.0,10.5,12.0,7.2,7.8,11.0,12.0,26.0,30.0,17.0,19.0,11.5,12.5,16.0,18.0,36.0,44.0,38.0,46.0,28.0,32.0,38.0,46.0,14.5,100.0,24.0,28.0,20.0,26.0,17.0,980.0,33291391,2382931.0,502308.0,58805.0,1.229194175,1.22919422,1.229194259,1.229194184,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
