Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
11,b76EbLzb,22/08/2023,15:45,SCOTLAND - LEAGUE ONE,Falkirk,Stirling,ROUND 3,1.57,4.0,4.2,1.33,3.25,1.01,13.0,1.22,4.0,1.7,2.1,2.75,1.4,4.5,1.17,1.8,1.91,1.63,2.25,1.21,4.25,13.0,15.0,23.0,51.0,8.0,8.5,15.0,34.0,8.5,8.5,17.0,41.0,12.0,13.0,23.0,51.0,201.0
12,UT3fcKhh,22/08/2023,15:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Linfield,Cliftonville,ROUND 1,1.78,3.75,4.13,1.35,3.04,1.01,10.2,1.22,3.65,1.8,2.01,2.84,1.35,5.2,1.11,1.69,2.11,,,,,9.5,11.0,20.0,51.0,6.0,6.0,12.0,31.0,7.0,6.5,11.0,36.0,11.0,10.0,19.0,51.0,201.0
13,dtZuvchU,22/08/2023,15:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Crusaders,Carrick Rangers,ROUND 1,1.37,4.95,7.28,1.24,3.6,1.01,15.5,1.13,4.75,1.49,2.38,2.33,1.6,3.74,1.21,1.72,2.07,,,,,15.0,21.0,41.0,126.0,7.0,8.0,18.0,46.0,6.5,6.0,13.0,46.0,8.0,8.0,14.0,46.0,201.0
14,xA7CUJwO,22/08/2023,19:00,SOUTH AMERICA - COPA LIBERTADORES,Bolivar (Bol),Internacional (Bra),PLAY OFFS ,1.83,3.6,4.33,1.44,2.63,1.06,9.5,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.95,1.8,1.83,2.03,1.24,3.9,9.5,10.0,21.0,41.0,6.5,7.0,15.0,34.0,8.0,8.5,17.0,41.0,15.0,15.0,29.0,51.0,351.0
15,0z5SkB3n,22/08/2023,19:00,BRAZIL - SERIE B,Mirassol,Juventude,ROUND 25,2.07,3.08,4.07,1.63,2.2,1.1,5.7,1.64,2.28,2.75,1.38,5.6,1.09,12.5,1.01,2.38,1.55,,,,,6.0,8.5,18.0,56.0,5.0,6.0,14.0,46.0,8.5,9.0,19.0,76.0,20.0,21.0,41.0,126.0,201.0
16,CEtgQaz8,22/08/2023,20:05,MEXICO - LIGA DE EXPANSION MX,Celaya,Atlante,APERTURA ,2.8,3.13,2.51,1.5,2.48,1.05,7.2,1.4,2.64,2.33,1.6,4.2,1.17,8.2,1.03,1.92,1.84,,,,,6.0,6.5,10.0,23.0,6.5,5.0,8.5,19.0,10.0,8.5,12.0,31.0,23.0,19.0,34.0,71.0,201.0
17,GpYGlCH5,22/08/2023,20:15,COLOMBIA - PRIMERA A,Jaguares de Cordoba,U. Magdalena,CLAUSURA ,1.83,3.5,4.55,1.55,2.45,1.1,7.1,1.47,2.72,2.37,1.6,4.4,1.21,8.5,1.07,2.15,1.65,,,,,,,,,,,,,,,,,,,,,
18,ChqsLzFL,22/08/2023,21:30,SOUTH AMERICA - COPA SUDAMERICANA,Corinthians (Bra),Estudiantes L.P. (Arg),PLAY OFFS ,2.1,3.1,3.8,1.57,2.25,1.13,6.0,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.25,1.57,2.08,1.73,1.28,3.55,6.0,8.0,17.0,41.0,5.5,6.0,15.0,41.0,8.5,10.0,21.0,51.0,19.0,21.0,41.0,81.0,201.0
19,ABPIV7IU,22/08/2023,21:30,BRAZIL - SERIE B,Criciuma,Vila Nova FC,ROUND 25,2.27,3.06,3.49,1.6,2.26,1.09,6.0,1.59,2.39,2.64,1.41,5.2,1.11,10.5,8.25,2.23,1.62,,,,,6.0,8.0,15.0,46.0,5.5,5.5,12.0,36.0,9.5,9.5,18.0,61.0,21.0,21.0,41.0,101.0,201.0
20,WfkNBj0O,22/08/2023,22:00,MEXICO - LIGA MX,Mazatlan FC,Puebla,APERTURA ,2.38,3.25,3.0,1.36,3.0,1.04,12.0,1.22,4.0,1.8,2.0,2.75,1.4,5.5,1.14,1.62,2.2,2.35,1.58,1.4,2.85,12.0,11.0,17.0,29.0,9.5,6.5,11.0,21.0,12.0,9.5,12.0,29.0,23.0,17.0,23.0,41.0,151.0
21,xKzKCWpI,22/08/2023,22:00,MEXICO - LIGA MX,Guadalajara Chivas,Club Tijuana,APERTURA ,1.83,3.6,4.0,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,3.25,1.33,6.5,1.11,1.8,1.95,1.85,2.0,1.25,3.8,11.0,12.0,21.0,41.0,7.5,7.0,13.0,34.0,9.0,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
22,QHUzkqD8,22/08/2023,22:05,MEXICO - LIGA DE EXPANSION MX,Atletico La Paz,Leones Negros,APERTURA ,2.51,3.38,2.63,1.35,3.04,1.01,9.9,1.21,3.74,1.77,2.04,2.71,1.38,4.95,1.12,1.57,2.33,,,,,10.0,8.5,11.0,20.0,8.5,5.5,7.5,14.0,11.0,7.5,9.0,18.0,23.0,15.0,19.0,36.0,201.0
