Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,EHirUVuE,01/12/2023,00:05,MEXICO - LIGA MX,Guadalajara Chivas,U.N.A.M.- Pumas,APERTURA ,2.2,3.5,3.1,1.4,2.75,1.05,11.0,1.29,3.5,1.9,1.9,3.25,1.33,6.5,1.11,1.75,2.0,2.18,1.72,1.39,3.15,11.0,10.0,17.0,34.0,8.0,6.5,11.0,26.0,11.0,9.0,15.0,34.0,21.0,17.0,26.0,41.0,201.0
2,6uEAxyHS,01/12/2023,05:00,INDONESIA - LIGA 1,RANS Nusantara,Persebaya,ROUND 21,2.05,3.3,3.35,1.35,2.94,1.01,9.8,1.26,3.2,1.78,1.88,2.75,1.34,5.45,1.1,1.62,2.02,1.98,1.75,,,10.5,10.5,18.0,45.0,8.25,6.5,11.5,29.0,10.75,8.5,13.0,35.0,19.5,15.5,24.0,55.0,400.0
3,Cb2iqwBB,01/12/2023,05:30,INDIA - I-LEAGUE,Delhi FC,Churchill Brothers,ROUND 8,2.65,3.35,2.42,1.32,3.22,1.01,11.4,1.21,3.5,1.65,2.0,2.47,1.42,4.75,1.13,1.52,2.2,,,,,12.5,10.0,13.5,27.0,11.0,6.7,9.25,18.5,15.5,9.75,11.5,24.0,32.0,20.0,24.0,40.0,250.0
4,rVOLJFrn,01/12/2023,05:45,AUSTRALIA - A-LEAGUE,Brisbane Roar,WS Wanderers,ROUND 6,2.55,3.6,2.63,1.3,3.4,1.03,15.0,1.2,4.5,1.6,2.3,2.5,1.53,4.5,1.2,1.5,2.5,2.43,1.53,1.5,2.5,15.0,12.0,15.0,26.0,12.0,7.0,10.0,19.0,15.0,10.0,11.0,23.0,26.0,19.0,21.0,34.0,101.0
5,zeMr0ztp,01/12/2023,07:00,UZBEKISTAN - SUPER LEAGUE,Andijan,Buxoro,ROUND 26,1.78,3.25,4.5,1.5,2.27,1.05,7.2,1.4,2.52,2.15,1.55,3.65,1.2,8.2,1.03,2.02,1.62,1.75,1.98,,,7.5,10.0,24.0,80.0,5.6,6.5,15.5,55.0,7.3,8.5,19.0,65.0,14.0,16.5,37.0,120.0,
6,4UQnafej,01/12/2023,07:00,UZBEKISTAN - SUPER LEAGUE,Sogdiana,Termez Surkhon,ROUND 26,1.78,3.3,4.45,1.47,2.35,1.04,7.8,1.36,2.67,2.05,1.62,3.35,1.23,7.3,1.05,1.91,1.7,1.93,1.78,,,8.0,10.25,24.0,80.0,6.0,6.5,15.0,50.0,7.7,8.25,17.5,60.0,14.0,15.0,32.0,100.0,900.0
7,jNpC5dIM,01/12/2023,07:00,UZBEKISTAN - SUPER LEAGUE,Qizilqum,Turon,ROUND 26,1.78,3.5,4.1,1.4,2.5,1.02,8.8,1.3,2.92,1.91,1.75,3.05,1.28,6.3,1.07,1.8,1.8,1.75,1.95,,,9.5,11.0,22.0,65.0,6.7,6.8,14.0,40.0,8.25,8.25,16.0,50.0,14.5,14.5,28.0,80.0,700.0
8,rLPjbEAd,01/12/2023,07:00,UZBEKISTAN - SUPER LEAGUE,Metallurg Bekabad,Olympic,ROUND 26,2.32,2.95,3.1,1.5,2.25,1.05,7.2,1.4,2.52,2.15,1.55,3.6,1.2,8.1,1.03,1.85,1.75,,,,,7.3,7.8,15.0,40.0,6.8,5.8,11.5,32.0,10.75,9.25,15.5,45.0,24.0,21.0,35.0,80.0,800.0
9,GrNW2Twk,01/12/2023,08:30,IRAQ - SUPER LEAGUE,Al-Hudod,Baghdad,ROUND 6,1.88,3.1,3.95,1.52,2.12,1.09,6.2,1.47,2.35,2.32,1.47,4.9,1.13,9.9,1.02,2.19,1.64,,,,,6.6,7.3,15.5,45.0,4.6,5.4,11.75,35.0,6.4,7.6,16.0,45.0,12.5,15.0,32.0,90.0,
10,ldujIFmR,01/12/2023,09:00,SERBIA - PRVA LIGA,RFK Novi Sad,FK Indjija,ROUND 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
