Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,E55oN4bc,08/08/2023,05:00,INDONESIA - LIGA 1,Persikabo 1973,PSS Sleman,ROUND 7,2.23,3.52,2.88,1.31,3.15,1.01,10.9,1.19,3.92,1.71,2.11,2.64,1.4,4.75,1.13,1.56,2.36,,,,,11.0,10.0,13.0,29.0,8.0,6.0,9.0,17.0,11.0,8.0,10.0,23.0,17.0,13.0,19.0,36.0,67.0
2,021sOpqi,08/08/2023,05:00,INDONESIA - LIGA 1,FC Bhayangkara,Persebaya,ROUND 7,2.21,3.58,2.88,1.3,3.22,12.0,1.01,1.18,4.1,1.67,2.18,2.54,1.43,4.55,1.15,1.53,2.43,,,,,12.0,11.0,13.0,26.0,8.5,6.0,9.0,17.0,11.0,7.5,9.5,21.0,19.0,13.0,17.0,36.0,67.0
3,2TEjBpen,08/08/2023,07:30,SOUTH KOREA - K LEAGUE 2,Ansan Greeners,Cheongju,ROUND 25,3.2,3.1,2.1,1.44,2.63,1.07,8.5,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.91,1.8,3.3,1.33,1.68,2.15,8.5,7.0,10.0,21.0,9.0,6.5,9.5,19.0,15.0,12.0,17.0,34.0,34.0,29.0,41.0,51.0,351.0
4,drb8GSWk,08/08/2023,08:35,CHINA - SUPER LEAGUE,Meizhou Hakka,Changchun Yatai,ROUND 21,2.15,3.5,3.3,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.62,2.2,2.15,1.68,1.38,3.0,13.0,12.0,17.0,34.0,9.5,6.5,12.0,23.0,12.0,9.0,12.0,29.0,21.0,17.0,23.0,41.0,151.0
5,8I1CFnnd,08/08/2023,08:35,CHINA - SUPER LEAGUE,Qingdao Hainiu,Shanghai Port,ROUND 21,7.0,4.5,1.45,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,2.38,1.53,4.33,1.2,1.75,2.0,6.4,1.12,2.68,1.45,15.0,8.0,7.5,10.0,21.0,8.5,8.5,11.0,41.0,21.0,17.0,23.0,67.0,41.0,41.0,51.0,201.0
6,EJ83H8Hq,08/08/2023,08:35,CHINA - SUPER LEAGUE,Shandong Taishan,Chengdu Rongcheng,ROUND 21,1.55,4.0,6.5,1.36,3.0,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.95,1.8,1.53,2.43,1.13,5.9,10.0,15.0,29.0,67.0,6.5,7.5,19.0,41.0,7.0,8.5,19.0,51.0,11.0,13.0,26.0,51.0,351.0
7,CAMyMl9S,08/08/2023,08:35,CHINA - SUPER LEAGUE,Zhejiang Professional,Nantong Zhiyun,ROUND 21,1.65,4.0,5.25,1.36,3.0,1.04,12.0,1.25,3.75,1.8,2.0,3.0,1.36,6.0,1.13,1.8,1.95,1.6,2.3,1.18,4.65,12.0,15.0,26.0,51.0,7.5,7.5,17.0,41.0,8.0,8.5,17.0,41.0,12.0,13.0,23.0,51.0,251.0
8,dUfjMOD3,08/08/2023,09:00,INDONESIA - LIGA 1,Persis Solo,Persib Bandung,ROUND 7,2.72,3.6,2.3,1.28,3.34,1.02,13.3,1.16,4.4,1.56,2.21,2.49,1.52,4.2,1.17,1.49,2.54,,,,,13.0,11.0,13.0,21.0,11.0,6.5,8.5,13.0,13.0,8.5,9.0,17.0,23.0,15.0,17.0,31.0,67.0
9,GSE6fj9T,08/08/2023,12:30,ROMANIA - LIGA 2,Mioveni,Gloria Buzau,ROUND 1,4.06,3.42,1.85,1.43,2.62,1.04,8.3,1.33,2.93,2.11,1.71,3.65,1.22,7.5,1.05,1.9,1.86,,,,,8.0,6.0,8.0,15.0,9.0,5.5,7.5,13.0,15.0,11.0,13.0,26.0,51.0,31.0,41.0,76.0,101.0
10,roPswxNT,08/08/2023,13:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Saburtalo Tbilisi,Torpedo Kutaisi,ROUND 19,1.69,3.7,4.64,1.38,2.81,1.02,9.8,1.27,3.28,1.92,1.86,3.18,1.29,6.2,1.09,1.83,1.93,,,,,8.5,11.0,21.0,61.0,5.5,6.0,13.0,36.0,6.5,6.5,13.0,41.0,10.0,10.0,21.0,61.0,201.0
