Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,IgOch0BC,23/02/2024,00:05,MEXICO - LIGA DE EXPANSION MX,Atletico La Paz,Dorados de Sinaloa,CLAUSURA ,1.65,4.0,4.4,1.33,3.05,1.04,8.5,1.21,3.95,1.65,2.15,2.52,1.47,4.2,1.19,1.65,2.1,1.65,2.15,,,8.5,14.5,26.0,70.0,8.5,7.9,14.5,37.0,8.75,8.25,14.5,40.0,13.0,12.0,22.0,55.0,350.0
2,WruCB1D5,23/02/2024,05:00,INDONESIA - LIGA 1,Persita,Persebaya,ROUND 25,2.37,3.3,2.75,1.37,2.85,1.02,9.2,1.26,3.15,1.83,1.87,2.82,1.32,5.9,1.08,1.62,2.02,,,,,10.5,9.75,15.0,32.0,8.5,6.4,10.0,22.0,12.0,9.25,13.0,28.0,25.0,19.0,27.0,55.0,400.0
3,hht8Csba,23/02/2024,05:00,INDONESIA - LIGA 1,PSIS Semarang,Dewa United,ROUND 25,2.05,3.65,3.05,1.3,3.22,11.6,1.01,1.2,3.65,1.6,2.07,2.42,1.44,3.7,1.19,1.53,2.18,1.9,1.82,,,13.5,12.0,18.0,40.0,9.75,7.3,11.0,24.0,11.5,8.75,12.5,27.0,20.0,15.0,21.0,45.0,300.0
4,txL3Ig3E,23/02/2024,05:30,INDIA - I-LEAGUE,Neroca FC,Delhi FC,ROUND 16,4.7,4.45,1.53,1.25,3.75,19.0,17.0,1.13,5.9,1.4,2.5,1.98,1.65,3.05,1.28,1.5,2.25,,,,,19.5,11.0,9.75,12.5,20.0,9.5,8.5,11.0,32.0,15.5,14.0,18.0,80.0,37.0,35.0,45.0,250.0
5,xlfqHGNt,23/02/2024,05:45,AUSTRALIA - A-LEAGUE,Brisbane Roar,Western United,ROUND 18,1.91,4.2,3.5,1.25,3.75,1.03,17.0,1.14,5.5,1.48,2.6,2.2,1.67,3.75,1.29,1.44,2.63,1.92,1.98,1.3,3.45,21.0,17.0,21.0,41.0,12.0,8.5,12.0,23.0,12.0,9.0,12.0,23.0,19.0,13.0,19.0,34.0,101.0
6,IBc55Rzj,23/02/2024,06:00,BANGLADESH - PREMIER LEAGUE,Mohammedan,Abahani Limited,ROUND 9,2.05,3.2,3.25,1.4,2.4,1.04,8.5,1.3,3.08,1.91,1.72,3.34,1.26,7.0,1.07,1.75,2.03,,,,,9.0,8.0,13.5,32.0,6.3,5.5,9.75,24.0,8.25,7.3,11.75,29.0,15.0,13.5,22.0,50.0,350.0
7,Olb167Lq,23/02/2024,06:00,BANGLADESH - PREMIER LEAGUE,Sheikh Jamal,Rahmatgonj MFS,ROUND 9,2.15,2.82,3.45,1.55,2.07,1.07,6.45,1.5,2.27,2.42,1.47,4.75,1.13,9.5,1.04,2.09,1.71,,,,,6.2,6.6,13.5,40.0,4.9,5.0,10.5,30.0,7.6,7.8,14.0,40.0,16.5,17.0,30.0,75.0,201.0
8,n3FnzqU1,23/02/2024,07:00,VIETNAM - V.LEAGUE 1,Hong Linh Ha Tinh,Khanh Hoa,ROUND 10,2.22,3.3,3.0,1.44,2.4,1.03,7.9,1.35,2.7,2.02,1.62,3.35,1.23,7.2,1.05,1.83,1.78,,,,,8.75,8.25,14.5,37.0,6.9,6.4,11.0,28.0,10.0,9.25,16.0,40.0,21.0,19.5,35.0,90.0,800.0
9,0nDzwopq,23/02/2024,07:00,VIETNAM - V.LEAGUE 1,Gia Lai,Quang Nam,ROUND 10,2.02,3.4,3.35,1.42,2.47,1.03,8.5,1.31,2.9,1.98,1.75,3.1,1.27,6.6,1.06,1.78,1.83,1.98,1.75,,,9.5,9.75,17.5,45.0,7.0,6.6,11.75,30.0,9.25,8.75,15.0,40.0,18.0,16.5,29.0,75.0,600.0
10,vwCvx5ak,23/02/2024,08:00,VIETNAM - V.LEAGUE 1,Song Lam Nghe An,Cong An,ROUND 10,3.4,3.5,1.95,1.38,2.6,1.02,8.9,1.28,3.05,1.87,1.83,2.9,1.31,6.15,1.08,1.72,1.9,,,1.8,1.91,10.5,7.5,9.5,17.0,10.25,6.8,8.5,15.5,18.0,12.0,15.0,27.0,45.0,30.0,37.0,70.0,500.0
