League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Friendly Matches,2024-06-28,06:00:00,Puszcza Niepolomice,Wisla Krakow,1.04,1000.0,1.04,1000.0,1.01,950.0,1.06,110.0,1.02,21.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33377119,5751503.0,10782.0,58805.0,1.23018816,1.230188205,1.230188244,1.230188169
South Korean K3 League,2024-06-28,07:00:00,Chuncheon,Busan Transportation Corp,1.6,2.36,3.0,13.0,2.84,21.0,1.38,3.9,1.34,3.6,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33376621,19825683.0,14163797.0,58805.0,1.230182044,1.230182089,1.230182128,1.230182053
South Korean K3 League,2024-06-28,07:00:00,Ulsan Citizen FC,Yangpyeong FC,2.06,2.88,2.92,4.7,2.88,5.8,1.19,2.12,1.89,6.4,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,3.0,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33376622,28616140.0,19826173.0,58805.0,1.230181954,1.230181999,1.230182038,1.230181963
Friendly Matches,2024-06-28,08:00:00,Braunschweig,Hallescher FC,1.04,1000.0,1.04,1000.0,1.01,950.0,1.06,110.0,1.01,21.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.92,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33376948,199184.0,3235360.0,58805.0,1.230185185,1.23018523,1.230185269,1.230185194
Egyptian Premier,2024-06-28,10:00:00,Al Mokawloon,National Bank,3.05,3.55,2.42,2.7,3.05,3.55,1.66,1.82,2.22,2.52,1.91,2.12,1.9,2.1,9.0,12.5,7.8,980.0,10.5,18.5,4.5,980.0,9.2,13.5,6.4,7.8,9.8,15.0,4.4,980.0,16.5,26.0,11.5,18.0,14.5,25.0,4.6,980.0,4.7,980.0,4.6,980.0,4.7,980.0,4.8,980.0,4.6,980.0,4.4,980.0,4.9,1000.0,33370458,6754306.0,10492935.0,58805.0,1.230121282,1.230121327,1.230121366,1.230121291
Friendly Matches,2024-06-28,10:30:00,Slovan Liberec,MFK Chrudim,1.04,1000.0,1.04,1000.0,1.01,950.0,1.06,1000.0,1.01,21.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33377247,10503.0,5727460.0,58805.0,1.23018863,1.230188675,1.230188714,1.230188639
Friendly Matches,2024-06-28,11:00:00,Almere City,FCSB,2.38,1000.0,1.04,1000.0,1.01,950.0,1.06,110.0,1.01,21.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33377148,4835124.0,12819357.0,58805.0,1.23018798,1.230188025,1.230188064,1.230187989
Friendly Matches,2024-06-28,11:00:00,SFC Opava,Podbeskidzie B-B,1.04,1000.0,1.04,1000.0,1.01,950.0,2.44,1000.0,1.01,1.7,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33377147,6247170.0,4135278.0,58805.0,1.23018807,1.230188115,1.230188154,1.230188079
Finnish Veikkausliiga,2024-06-28,12:00:00,FC Inter,VPS,2.56,2.58,2.92,2.96,3.65,3.7,2.08,2.2,1.84,1.93,1.71,1.8,2.26,2.42,14.0,15.5,12.0,13.5,18.5,20.0,40.0,46.0,11.0,12.5,7.6,8.2,11.5,13.0,27.0,32.0,15.0,17.0,10.5,11.5,15.0,17.0,36.0,40.0,30.0,36.0,23.0,26.0,32.0,38.0,34.0,80.0,15.0,19.5,21.0,25.0,80.0,980.0,33361351,139505.0,139511.0,58805.0,1.230015958,1.230016005,1.230016046,1.230015968
Friendly Matches,2024-06-28,12:30:00,UTA Arad,Sarajevo,1.04,1000.0,1.04,1000.0,1.01,950.0,1.06,110.0,1.01,21.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.03,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33376956,2311174.0,205267.0,58805.0,1.230185095,1.23018514,1.230185179,1.230185104
