League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Bulgarian A League,2024-05-23,09:15:00,Arda,Slavia Sofia,2.46,2.98,2.48,3.8,2.96,4.8,1.33,5.5,1.22,4.1,1.12,1000.0,1.12,1000.0,1.03,1000.0,2.68,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,6.2,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,7.8,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.55,1000.0,1.55,1000.0,1.03,1000.0,33286818,20731976.0,1255221.0,58805.0,1.229124949,1.229124994,1.229125033,1.229124958
Croatian 2 HNL,2024-05-23,10:50:00,NK Sesvete,Cibalia Vinkovci,1.13,470.0,1.22,860.0,1.31,320.0,1.18,55.0,1.05,8.2,1.12,1000.0,1.12,1000.0,1.49,1000.0,2.3,1000.0,1.01,1000.0,3.1,1000.0,2.92,1000.0,3.1,1000.0,3.8,1000.0,9.0,1000.0,3.05,1000.0,1.01,1000.0,5.5,1000.0,7.6,1000.0,3.05,1000.0,7.2,1000.0,5.6,1000.0,18.5,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33293459,10748838.0,14353642.0,58805.0,1.229217326,1.229217371,1.229217411,1.229217335
Bulgarian A League,2024-05-23,11:45:00,CSKA 1948 Sofia,Botev Plovdiv,1.79,1.86,4.5,5.0,3.9,4.1,2.0,2.14,1.88,2.0,1.82,1.94,2.06,2.22,4.3,19.5,4.4,21.0,4.9,44.0,5.3,130.0,7.6,9.4,7.4,9.4,13.0,22.0,6.6,70.0,9.2,13.5,8.8,10.5,4.5,25.0,5.2,80.0,4.5,24.0,4.5,23.0,4.9,44.0,5.4,150.0,4.0,14.0,5.2,80.0,5.6,1000.0,33286819,20732043.0,1255220.0,58805.0,1.229124859,1.229124904,1.229124943,1.229124868
Estonian Premier League,2024-05-23,12:00:00,Nomme Utd,Trans Narva,3.05,3.35,2.28,2.48,3.65,4.0,2.12,2.28,1.78,1.89,1.68,1.78,2.28,2.46,13.5,21.0,9.4,32.0,14.0,18.5,5.0,980.0,12.5,17.5,7.8,9.8,9.6,13.0,4.5,980.0,18.5,27.0,11.5,16.5,13.5,980.0,4.7,980.0,5.4,980.0,4.3,980.0,30.0,980.0,50.0,980.0,4.5,980.0,4.1,17.0,5.6,1000.0,33289442,10443529.0,46983.0,58805.0,1.22916514,1.229165185,1.229165224,1.229165149
Finnish Ykkonen,2024-05-23,12:30:00,KuPS Akatemia,OLS,5.9,6.6,1.54,1.61,4.6,5.2,2.46,2.64,1.61,1.69,1.78,1.9,2.1,2.28,3.4,980.0,9.2,32.0,9.2,11.5,3.95,1000.0,3.45,980.0,8.8,980.0,7.8,980.0,11.5,980.0,3.7,980.0,7.2,1000.0,7.0,1000.0,3.55,980.0,3.85,1000.0,3.8,980.0,3.75,980.0,3.8,980.0,3.0,980.0,2.5,6.8,3.95,1000.0,33294760,46147144.0,396721.0,58805.0,1.229232588,1.229232634,1.229232674,1.229232598
Egyptian Premier,2024-05-23,13:00:00,Zamalek,Future FC,2.06,2.14,4.2,4.5,3.4,3.5,1.85,1.91,2.1,2.18,1.86,1.97,2.02,2.16,11.0,12.5,13.0,15.0,26.0,30.0,48.0,95.0,8.4,9.0,7.2,7.8,15.5,17.5,46.0,60.0,10.5,12.0,9.8,10.5,18.0,21.0,46.0,70.0,21.0,25.0,20.0,23.0,36.0,60.0,15.0,120.0,12.5,17.0,14.0,85.0,17.0,1000.0,33279605,5174134.0,41860831.0,58805.0,1.229022837,1.229022882,1.229022921,1.229022846
Serbian Super League,2024-05-23,13:30:00,FK Backa Topola,FK Napredak,1.28,1.3,9.4,13.0,6.8,8.6,4.0,4.6,1.29,1.33,1.69,1.85,2.16,2.44,34.0,55.0,9.8,980.0,2.84,140.0,10.5,980.0,17.5,1000.0,17.5,21.0,9.2,42.0,2.84,130.0,11.0,13.5,10.5,13.0,20.0,24.0,9.8,85.0,11.0,13.0,11.0,13.0,20.0,27.0,10.0,80.0,2.72,3.1,15.0,90.0,11.0,1000.0,33293328,14609047.0,2531444.0,58805.0,1.229215468,1.229215513,1.229215552,1.229215477
Dutch Eredivisie,2024-05-23,13:45:00,NEC Nijmegen,Go Ahead Eagles,1.98,2.02,3.95,4.1,4.0,4.1,2.46,2.5,1.67,1.68,1.62,1.67,2.48,2.62,19.0,22.0,18.5,21.0,29.0,32.0,50.0,75.0,11.5,13.0,8.8,9.6,14.5,15.5,36.0,40.0,13.0,14.5,9.6,10.5,14.5,16.5,38.0,46.0,20.0,23.0,16.0,18.0,24.0,30.0,48.0,65.0,6.0,9.6,10.5,30.0,16.5,980.0,33289713,48456.0,419123.0,58805.0,1.229170428,1.229170473,1.229170512,1.229170437
Norwegian 1st Division,2024-05-23,14:00:00,Lyn,Sandnes Ulf,1.64,1.69,5.0,5.5,4.5,5.0,2.68,2.86,1.54,1.59,1.71,1.75,2.34,2.42,20.0,980.0,20.0,980.0,7.2,980.0,7.8,980.0,11.0,14.0,9.8,12.0,18.0,21.0,7.8,980.0,10.5,14.0,9.0,11.5,14.5,19.0,7.8,980.0,15.0,19.0,13.5,17.0,20.0,28.0,28.0,980.0,3.8,7.0,7.0,980.0,8.2,1000.0,33282376,31318.0,778909.0,58805.0,1.229064588,1.229064633,1.229064672,1.229064597
Estonian Premier League,2024-05-23,14:00:00,Parnu JK Vaprus,Tammeka Tartu,3.45,3.85,2.2,2.36,3.4,3.8,1.94,2.04,1.98,2.06,1.78,1.93,2.08,2.28,11.5,15.0,9.0,11.5,12.0,15.5,6.6,980.0,11.0,15.0,6.8,8.0,9.6,12.5,19.5,980.0,20.0,980.0,12.0,16.5,14.5,980.0,6.8,980.0,6.8,980.0,7.0,980.0,6.8,980.0,7.2,980.0,6.4,980.0,5.4,20.0,7.6,1000.0,33289439,12395256.0,5407303.0,58805.0,1.229165447,1.229165492,1.229165531,1.229165456
