League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
South Korean K League 2,2024-07-23,07:30:00,Seongnam FC,Jeonnam Dragons,2.94,3.45,2.28,2.56,3.4,3.95,1.97,2.16,1.87,2.04,1.67,1.88,2.14,2.48,12.5,16.5,9.0,12.5,5.3,17.0,20.0,36.0,11.5,15.0,7.2,8.8,9.8,12.5,20.0,27.0,18.0,25.0,11.5,15.5,14.5,19.5,20.0,42.0,20.0,60.0,20.0,38.0,20.0,50.0,20.0,100.0,5.8,34.0,5.2,20.0,6.8,1000.0,33431333,12479164.0,8349517.0,58805.0,1.230895909,1.230895954,1.230895993,1.230895918,3.0,3.65,1.39,1.49,3.65,1000.0,1.01,1.38,3.65,4.6,1.28,1.38,1.64,1.79,1.4,1.52,1.34,1.42,1.23089591,1.230895912,1.230895913,1.230895957
South Korean K League 2,2024-07-23,07:30:00,Bucheon FC 1995,Suwon Bluewings,3.65,4.1,2.14,2.34,3.2,3.65,1.71,1.84,2.2,2.56,1.94,2.1,1.9,2.06,9.6,11.5,4.1,9.2,11.0,14.0,20.0,32.0,11.0,13.5,6.6,8.4,9.6,12.5,20.0,30.0,20.0,28.0,14.0,18.0,17.5,23.0,20.0,55.0,20.0,85.0,20.0,60.0,20.0,75.0,20.0,150.0,6.4,65.0,5.6,25.0,7.2,1000.0,33431394,7345624.0,5339134.0,58805.0,1.230895634,1.230895679,1.230895718,1.230895643,2.64,3.0,1.5,1.61,3.05,1000.0,1.04,1.49,3.05,3.5,1.41,1.49,1.76,1.88,1.32,1.38,1.38,1.44,1.230895635,1.230895637,1.230895638,1.230895682
South Korean K League 2,2024-07-23,07:30:00,Busan IPark,Gyeongnam,1.97,2.24,3.85,5.1,3.15,3.9,1.71,1.93,2.08,2.42,1.93,2.16,1.87,2.08,9.6,14.0,12.0,16.5,20.0,36.0,20.0,1000.0,3.35,10.0,6.8,9.4,15.0,21.0,20.0,70.0,9.8,14.5,9.6,13.5,4.3,25.0,20.0,85.0,20.0,30.0,19.5,29.0,20.0,55.0,20.0,1000.0,3.9,22.0,4.3,80.0,4.4,1000.0,33431297,16224040.0,5293481.0,58805.0,1.230896,1.230896045,1.230896084,1.230896009,2.4,3.4,1.41,1.6,3.05,1000.0,1.04,1.49,3.05,3.75,1.38,1.49,1.27,1.36,1.82,2.06,1.35,1.47,1.230896001,1.230896003,1.230896004,1.230896048
Friendly Matches,2024-07-23,10:00:00,MFK Chrudim,FK Chlumec,1.4,1.55,2.38,870.0,3.3,950.0,1.06,1000.0,1.01,21.0,1.12,1000.0,1.12,1000.0,1.48,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,2.28,1000.0,3.0,1000.0,1.03,1000.0,1.03,1000.0,2.84,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,2.98,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33435561,5727460.0,13273914.0,58805.0,1.230960635,1.23096068,1.230960719,1.230960644,1.01,1000.0,1.01,20.0,1.2,110.0,1.01,990.0,1.14,1000.0,1.01,990.0,1.13,1.21,2.84,3.5,1.13,1.23,1.230960636,1.230960638,1.230960639,1.230960683
Friendly Matches,2024-07-23,12:00:00,Kryvbas Krivyi Rih,Rizespor,2.66,3.05,2.46,2.78,3.8,330.0,1.06,1000.0,1.01,21.0,1.12,1000.0,1.12,1000.0,1.48,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,2.86,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,3.0,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33435624,15868899.0,113643.0,58805.0,1.230962187,1.230962232,1.230962271,1.230962196,1.01,1000.0,1.01,20.0,1.2,110.0,1.01,990.0,1.14,1000.0,1.01,990.0,1.56,1.69,1.49,1.61,1.27,1.36,1.230962188,1.23096219,1.230962191,1.230962235
Estonian Esiliiga,2024-07-23,13:00:00,Flora Tallinn II,Tallinna Kalev II,1.72,1.84,3.55,4.3,5.3,6.2,4.4,6.2,1.23,1.27,1.35,1.43,3.35,4.0,20.0,980.0,20.0,980.0,20.0,1000.0,20.0,1000.0,20.0,980.0,3.95,980.0,4.1,980.0,20.0,1000.0,1.67,1000.0,10.0,980.0,3.9,980.0,20.0,1000.0,20.0,1000.0,12.0,980.0,13.0,980.0,20.0,980.0,1.23,4.7,1.38,980.0,1.38,1000.0,33435776,5412351.0,13458324.0,58805.0,1.230967120,1.230967165,1.230967204,1.230967129,6.8,7.8,1.16,1.17,15.0,1000.0,1.01,1.03,4.6,21.0,1.05,1.07,1.31,1.38,2.16,2.48,1.19,1.24,1.230967121,1.230967123,1.230967124,1.230967168
Finnish Kakkonen,2024-07-23,13:00:00,Tampere Utd,Ilves Kissat,1.09,1.13,4.7,870.0,11.0,950.0,3.5,1000.0,1.1,1.4,1.12,1000.0,1.12,1000.0,1.49,100.0,2.66,1000.0,2.98,1000.0,1.08,1000.0,2.84,1000.0,2.9,1000.0,1.08,1000.0,1.08,1000.0,2.82,1000.0,2.88,1000.0,1.08,1000.0,1.08,1000.0,2.94,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.01,55.0,1.08,1000.0,1.08,1000.0,33437615,456359.0,4674857.0,58805.0,1.230988907,1.230988952,1.230988991,1.230988916,3.85,13.5,1.11,1.35,7.6,1000.0,1.01,1.03,3.5,110.0,1.02,1.15,1.02,1.05,8.4,26.0,1.06,1.08,1.230988908,1.230988910,1.230988911,1.230988955
Friendly Matches,2024-07-23,13:30:00,Germania E-L,Hannover II,1.04,1000.0,1.04,1000.0,1.01,1000.0,1.06,1000.0,1.01,21.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33435985,11483717.0,5375313.0,58805.0,1.230970304,1.230970349,1.230970388,1.230970313,1.01,1000.0,1.01,1000.0,1.06,1000.0,1.01,21.0,1.06,1000.0,1.01,21.0,1.01,36.0,1.01,36.0,1.01,1000.0,1.230970305,1.230970307,1.230970308,1.230970352
Friendly Matches,2024-07-23,13:30:00,Las Palmas,Al-Sadd,1.92,2.02,3.85,4.3,3.75,4.4,2.18,2.34,1.75,1.84,1.78,1.85,2.16,2.28,1.5,980.0,3.0,980.0,1.52,980.0,1.56,1000.0,1.51,980.0,1.58,980.0,1.46,980.0,1.54,980.0,3.25,980.0,1.52,980.0,1.47,980.0,1.54,1000.0,1.45,980.0,1.43,980.0,1.58,1000.0,1.56,980.0,1.42,980.0,1.41,980.0,1.58,1000.0,33436095,9163.0,10568070.0,58805.0,1.230972727,1.230972772,1.230972811,1.230972736,3.65,3.95,1.33,1.38,1.27,26.0,1.05,1.08,4.5,5.2,1.25,1.28,1.3,1.34,1.98,2.1,1.31,1.36,1.230972728,1.230972730,1.230972731,1.230972775
Friendly Matches,2024-07-23,13:30:00,Landstraber AC Inter,Union AC Mauer,6.2,8.0,1.33,1.39,6.8,9.4,3.55,110.0,1.12,1.16,1.35,1.45,3.2,3.9,7.4,980.0,7.0,980.0,6.6,980.0,6.4,980.0,7.8,980.0,7.0,980.0,11.5,980.0,12.0,980.0,7.8,1000.0,7.0,980.0,6.2,980.0,16.0,980.0,7.6,1000.0,7.0,980.0,7.2,980.0,7.6,980.0,6.0,980.0,1.99,2.54,7.4,980.0,33435923,71847323.0,10499769.0,58805.0,1.230968008,1.230968053,1.230968092,1.230968017,9.2,12.0,1.1,1.12,1.27,1000.0,1.01,1.02,1.2,980.0,1.01,1.07,3.45,4.1,1.15,1.19,1.13,1.16,1.230968009,1.230968011,1.230968012,1.230968056
