League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-03-17,00:05:00,Guadalajara,CF America,3.8,3.9,2.18,2.24,3.45,3.6,1.85,1.92,2.08,2.18,1.83,1.95,2.06,2.22,10.5,13.0,8.4,9.4,12.0,13.5,24.0,28.0,12.0,14.0,7.2,7.8,10.0,11.0,21.0,25.0,23.0,26.0,14.0,15.5,17.0,19.5,36.0,42.0,13.0,75.0,40.0,48.0,44.0,60.0,13.5,110.0,11.5,48.0,15.0,19.5,15.0,1000.0,33096918,230909.0,328952.0,58805.0,1.225985467,1.225985512,1.225985551,1.225985476
Japanese J League 2,2024-03-17,01:00:00,Kumamoto,Iwaki SC,2.2,2.52,3.0,3.7,3.45,4.5,1.92,2.18,1.85,2.08,1.6,2.04,1.97,2.66,3.75,18.0,11.0,16.5,3.85,28.0,4.1,70.0,8.8,13.5,6.6,10.0,3.7,17.0,3.95,44.0,3.75,18.5,9.4,14.0,3.9,22.0,4.1,60.0,3.95,38.0,3.9,30.0,4.0,46.0,4.2,120.0,3.65,22.0,3.9,40.0,4.3,1000.0,33113208,5021204.0,13432059.0,58805.0,1.226220675,1.22622072,1.226220759,1.226220684
Japanese J League 2,2024-03-17,01:15:00,Renofa Yamaguchi,Nagasaki,3.4,3.7,2.22,2.32,3.4,3.7,1.82,2.0,2.0,2.22,1.82,2.0,2.0,2.22,9.4,14.0,8.0,10.5,11.0,17.0,22.0,36.0,11.0,14.5,6.8,8.8,9.4,12.5,20.0,32.0,19.5,30.0,12.0,16.5,15.5,21.0,5.3,55.0,5.2,80.0,5.3,55.0,5.2,70.0,5.3,980.0,5.0,55.0,4.5,24.0,5.5,1000.0,33097059,4233875.0,7081211.0,58805.0,1.225987581,1.225987626,1.225987665,1.22598759
Japanese J League,2024-03-17,02:00:00,Kyoto,Yokohama FM,3.45,3.8,2.12,2.22,3.7,3.8,2.0,2.28,1.78,2.0,1.74,1.9,2.12,2.36,11.5,16.0,8.4,11.5,11.0,15.0,21.0,30.0,11.5,16.0,7.0,9.2,9.0,12.0,18.0,24.0,21.0,29.0,12.5,16.5,14.5,19.5,29.0,38.0,50.0,75.0,32.0,44.0,40.0,55.0,75.0,100.0,1.01,40.0,1.01,16.5,1.01,820.0,33100798,441085.0,441087.0,58805.0,1.226062943,1.226062953,1.226062942,1.226062952
South Korean K League 1,2024-03-17,02:00:00,Pohang Steelers,Gwangju FC,2.74,2.82,2.94,3.05,3.2,3.35,1.67,1.82,2.2,2.5,1.94,2.02,1.99,2.06,8.4,11.5,8.4,11.5,16.0,21.0,6.0,55.0,8.0,10.5,6.2,8.2,11.0,15.0,6.2,42.0,14.5,18.5,10.5,14.5,17.5,22.0,6.0,65.0,5.9,48.0,6.2,38.0,6.0,60.0,6.4,150.0,5.7,38.0,5.8,42.0,6.6,1000.0,33097290,1363823.0,5348611.0,58805.0,1.2259914,1.225991445,1.225991484,1.225991409
South Korean K League 1,2024-03-17,02:00:00,Gimcheon Sangmu,Jeonbuk Motors,3.4,3.65,2.3,2.4,3.4,3.55,1.8,1.91,2.1,2.24,1.71,2.0,2.0,2.42,10.5,14.5,8.4,11.5,12.5,17.5,4.5,38.0,10.5,15.0,7.0,8.0,10.0,14.0,21.0,34.0,20.0,28.0,13.0,18.0,17.0,24.0,4.4,55.0,4.5,75.0,4.6,55.0,4.5,70.0,4.6,150.0,4.4,55.0,4.0,26.0,4.8,1000.0,33112495,41053763.0,2224159.0,58805.0,1.226220052,1.226220097,1.226220136,1.226220061
South Korean K League 2,2024-03-17,02:00:00,Busan IPark,Gimpo Citizen,1.81,1.97,4.7,5.5,3.55,4.3,1.71,1.87,2.14,2.42,1.96,2.28,1.79,2.06,8.6,14.0,10.5,18.0,1.01,44.0,1.01,150.0,6.2,8.4,7.0,9.4,14.5,25.0,1.01,90.0,8.4,12.5,8.6,13.0,17.0,29.0,1.01,110.0,15.0,25.0,16.0,27.0,1.01,55.0,1.01,200.0,1.01,19.0,1.01,120.0,1.01,1000.0,33111427,16224040.0,19825802.0,58805.0,1.226198495,1.22619854,1.226198579,1.226198504
South Korean K League 2,2024-03-17,02:00:00,Cheongju FC,FC Anyang,2.82,3.4,2.32,2.82,3.2,4.1,1.72,1.9,2.1,2.4,1.72,2.24,1.81,2.38,8.4,14.0,7.4,12.0,14.0,20.0,27.0,48.0,8.2,13.5,6.8,9.2,9.2,15.0,22.0,38.0,14.5,25.0,12.0,17.0,17.0,24.0,34.0,60.0,36.0,65.0,27.0,46.0,38.0,70.0,85.0,1000.0,1.01,46.0,1.01,34.0,1.01,1000.0,33112659,23787194.0,7564870.0,58805.0,1.22621326,1.226213305,1.226213344,1.226213269
Japanese J League,2024-03-17,03:00:00,Kashima,Kawasaki,2.7,2.8,2.9,2.98,3.35,3.45,1.75,1.89,2.12,2.34,1.85,2.02,1.99,2.18,9.4,12.5,8.8,12.0,15.0,21.0,38.0,55.0,8.4,11.5,6.4,8.4,10.5,14.5,28.0,40.0,13.5,19.0,10.0,14.0,15.5,21.0,40.0,60.0,32.0,46.0,25.0,36.0,38.0,55.0,90.0,130.0,1.01,32.0,1.01,38.0,1.01,1000.0,33097163,441079.0,1080507.0,58805.0,1.225988649,1.225988694,1.225988733,1.225988658
Japanese J League,2024-03-17,03:00:00,Shonan,Urawa,3.85,4.1,2.2,2.26,3.15,3.4,1.64,1.71,2.4,2.56,2.06,2.3,1.83,2.04,7.8,10.5,6.4,8.6,10.0,14.0,23.0,32.0,9.4,13.0,6.2,8.2,9.6,13.0,23.0,32.0,21.0,29.0,13.5,18.5,18.5,25.0,44.0,60.0,65.0,95.0,46.0,65.0,60.0,85.0,130.0,180.0,1.01,80.0,1.01,27.0,1.01,1000.0,33097162,4546954.0,441088.0,58805.0,1.225988739,1.225988784,1.225988823,1.225988748
