League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Japanese J League,2024-05-29,07:00:00,Yokohama FM,Kashiwa,2.4,2.44,2.96,3.0,3.9,4.0,2.38,2.48,1.68,1.72,1.6,1.65,2.54,2.68,18.5,20.0,14.0,16.5,20.0,23.0,38.0,50.0,12.5,14.5,8.2,9.2,12.0,14.0,25.0,29.0,16.0,20.0,10.5,11.5,14.0,15.5,30.0,38.0,30.0,34.0,20.0,23.0,27.0,32.0,44.0,70.0,12.5,14.0,17.0,20.0,110.0,980.0,33303330,441087.0,441080.0,58805.0,1.229345044,1.229345089,1.229345128,1.229345053
South Korean K League 1,2024-05-29,07:30:00,Incheon Utd,Ulsan Hyundai Horang-i,3.05,3.25,2.48,2.58,3.4,3.55,1.84,2.04,1.96,2.18,1.77,1.91,2.1,2.3,11.5,13.5,9.0,11.0,14.0,16.0,27.0,38.0,10.5,13.0,6.8,8.0,10.5,13.0,22.0,34.0,18.0,21.0,12.0,15.0,15.5,19.5,7.8,46.0,7.8,60.0,7.8,40.0,7.6,50.0,34.0,130.0,7.2,36.0,6.4,24.0,9.2,1000.0,33303768,5348609.0,5352229.0,58805.0,1.229353442,1.229353487,1.229353526,1.229353451
South Korean K League 1,2024-05-29,07:30:00,Gangwon,Jeonbuk Motors,2.42,2.58,2.94,3.15,3.5,3.7,2.02,2.14,1.87,1.99,1.7,1.85,2.18,2.44,12.0,15.5,11.5,13.5,17.0,23.0,8.0,60.0,10.0,12.0,7.6,8.4,12.0,15.0,26.0,36.0,14.5,17.5,10.0,12.0,15.0,18.0,32.0,48.0,26.0,42.0,19.5,26.0,28.0,42.0,34.0,100.0,6.4,21.0,7.0,30.0,9.2,980.0,33305463,5348606.0,2224159.0,58805.0,1.229382922,1.229382967,1.229383006,1.229382931
South Korean K League 1,2024-05-29,07:30:00,Daejeon Citizen,Jeju Utd,2.32,2.5,3.15,3.55,3.4,3.65,1.88,2.0,2.0,2.14,1.77,1.93,2.08,2.3,10.5,13.5,11.0,13.0,18.0,24.0,7.2,70.0,9.0,10.5,6.8,8.0,12.5,15.5,6.8,46.0,13.0,16.0,10.0,13.0,16.5,21.0,7.0,65.0,6.4,36.0,6.4,29.0,7.0,55.0,34.0,130.0,5.9,23.0,6.6,40.0,7.8,1000.0,33305650,5352230.0,5342583.0,58805.0,1.229383761,1.229383806,1.229383845,1.22938377
South Korean K League 1,2024-05-29,07:30:00,Suwon FC,Daegu Fc,2.34,2.4,3.15,3.4,3.45,3.7,1.94,2.06,1.96,2.08,1.74,1.9,2.12,2.36,11.5,14.0,10.5,13.5,18.0,23.0,7.6,70.0,9.2,11.0,6.6,8.2,12.5,15.5,7.4,46.0,12.5,16.0,10.5,12.0,14.5,19.5,7.6,60.0,24.0,40.0,6.6,27.0,7.4,48.0,28.0,120.0,6.0,21.0,7.0,36.0,8.8,1000.0,33305651,7394845.0,13712494.0,58805.0,1.229383671,1.229383716,1.229383755,1.22938368
Ukrainian Premier League,2024-05-29,09:30:00,FC Epicentr Dunaivtsi,Veres Rivne,1.26,600.0,1.17,870.0,1.25,950.0,1.09,36.0,1.04,13.5,1.12,1000.0,1.12,1000.0,1.03,1000.0,6.4,1000.0,7.6,1000.0,1.03,1000.0,1.03,1000.0,7.8,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33309550,36230962.0,10053070.0,58805.0,1.229456469,1.229456472,1.229456516,1.229456517
Ukrainian Premier League,2024-05-29,12:00:00,Obolon-Brovar Kiev,Livyi Bereh,1.43,2.3,3.5,7.0,2.86,950.0,1.28,1.99,2.02,15.5,1.12,1000.0,1.12,1000.0,1.49,1000.0,1.03,1000.0,1.03,1000.0,2.94,1000.0,1.03,1000.0,6.6,1000.0,1.03,1000.0,7.0,1000.0,1.03,1000.0,4.8,1000.0,1.03,1000.0,15.5,1000.0,3.3,1000.0,3.95,1000.0,12.5,1000.0,17.5,1000.0,1.55,1000.0,1.55,1000.0,1.03,1000.0,33309900,9460511.0,60357825.0,58805.0,1.229456559,1.229456562,1.229456606,1.229456607
Serbian Super League,2024-05-29,13:00:00,Tekstilac Odzaci,FK Javor Ivanjica,4.7,6.6,1.8,2.02,3.15,3.8,1.49,1.65,2.34,3.05,2.22,2.56,1.65,1.82,3.6,9.2,5.6,7.0,2.98,11.0,4.9,26.0,3.55,16.5,3.5,9.4,5.3,13.5,4.9,32.0,4.1,48.0,4.8,28.0,5.4,34.0,7.0,1000.0,3.3,190.0,4.2,1000.0,5.6,1000.0,7.6,1000.0,3.3,1000.0,3.35,26.0,3.35,1000.0,33312794,59056225.0,13504616.0,58805.0,1.229478812,1.229478857,1.229478896,1.229478821
Finnish Ykkonen,2024-05-29,13:00:00,Klubi-04,PKK-U,1.23,1.25,13.0,18.0,7.4,9.0,3.4,3.8,1.37,1.41,1.86,2.04,1.98,2.18,14.0,980.0,14.0,980.0,4.2,980.0,4.2,1000.0,12.0,980.0,2.78,980.0,4.2,980.0,4.2,1000.0,8.8,980.0,9.2,980.0,3.2,980.0,4.2,1000.0,9.0,11.5,11.0,980.0,4.2,1000.0,7.2,980.0,2.42,3.4,15.0,980.0,8.4,1000.0,33310045,798978.0,12905685.0,58805.0,1.229450851,1.229450896,1.229450935,1.229450860
Estonian Premier League,2024-05-29,13:00:00,Paide Linnameeskond,FCI Tallinn,4.9,5.7,1.68,1.78,4.0,4.6,2.18,2.28,1.78,1.85,1.8,1.9,2.1,2.26,13.5,19.0,8.4,10.5,9.6,11.0,5.7,980.0,18.0,980.0,8.0,10.0,8.8,11.0,14.5,980.0,7.8,980.0,17.0,980.0,16.5,980.0,26.0,980.0,8.0,980.0,8.2,980.0,7.6,980.0,8.6,980.0,7.4,980.0,4.5,10.0,8.2,1000.0,33308202,5407316.0,12562519.0,58805.0,1.229427240,1.229427285,1.229427324,1.229427249
Estonian Premier League,2024-05-29,13:00:00,Tallinna Kalev,Tallinna FC Flora,4.3,5.0,1.79,1.83,4.1,4.7,2.48,2.7,1.59,1.67,1.71,1.75,2.32,2.4,10.0,26.0,10.0,14.5,11.0,14.5,4.8,21.0,18.0,27.0,9.2,11.5,8.6,11.5,14.0,20.0,5.5,46.0,13.5,24.0,12.5,21.0,5.4,34.0,5.6,980.0,5.4,980.0,5.4,980.0,5.5,980.0,5.1,44.0,3.4,8.0,6.4,980.0,33308187,5924203.0,10748720.0,58805.0,1.229427331,1.229427376,1.229427415,1.229427340
Swedish Allsvenskan,2024-05-29,14:00:00,Mjallby,Hacken,2.64,2.68,2.74,2.8,3.75,3.85,2.3,2.32,1.76,1.77,1.63,1.68,2.48,2.58,16.5,18.5,13.5,14.5,18.5,20.0,36.0,40.0,13.0,14.5,8.2,8.6,11.5,12.0,24.0,27.0,17.5,19.0,11.0,12.0,14.0,15.0,30.0,34.0,32.0,38.0,23.0,25.0,30.0,34.0,55.0,65.0,15.5,17.5,15.5,19.0,25.0,1000.0,33292115,60143.0,30681.0,58805.0,1.229202665,1.229202710,1.229202749,1.229202674
Norwegian Eliteserien,2024-05-29,14:00:00,Brann,Kristiansund,1.21,1.23,14.5,16.0,8.6,9.2,3.8,3.95,1.34,1.36,1.84,1.91,2.1,2.18,32.0,55.0,44.0,70.0,75.0,980.0,55.0,980.0,14.0,15.5,18.5,21.0,46.0,60.0,46.0,980.0,9.8,11.0,11.0,12.0,27.0,32.0,90.0,130.0,9.6,11.0,11.5,13.0,26.0,30.0,70.0,130.0,2.78,2.94,46.0,160.0,140.0,980.0,33306381,31317.0,2440424.0,58805.0,1.229398060,1.229398070,1.229398059,1.229398069
Norwegian Eliteserien,2024-05-29,14:00:00,Tromso,Fredrikstad,2.46,2.52,3.25,3.3,3.4,3.45,1.75,1.78,2.28,2.32,1.95,2.04,1.97,2.06,10.0,11.5,10.5,11.5,19.0,21.0,46.0,60.0,8.4,9.2,6.8,7.4,13.0,14.5,38.0,42.0,13.5,14.5,11.0,12.0,18.5,19.5,42.0,60.0,30.0,36.0,25.0,30.0,40.0,48.0,75.0,120.0,22.0,26.0,27.0,46.0,130.0,1000.0,33305997,50046.0,168742.0,58805.0,1.229393928,1.229393973,1.229394012,1.229393937
Norwegian Eliteserien,2024-05-29,14:00:00,Bodo Glimt,Sandefjord,1.29,1.31,11.5,12.5,6.6,7.0,3.1,3.2,1.46,1.48,1.84,1.9,2.1,2.2,32.0,38.0,42.0,55.0,80.0,130.0,110.0,1000.0,11.5,12.0,14.0,15.5,36.0,44.0,95.0,160.0,9.0,9.8,9.4,10.5,23.0,27.0,60.0,130.0,10.0,11.5,12.0,13.0,25.0,28.0,80.0,120.0,3.65,3.95,80.0,150.0,120.0,980.0,33306117,373549.0,199646.0,58805.0,1.229393838,1.229393883,1.229393922,1.229393847
UEFA Europa Conference League,2024-05-29,16:00:00,Olympiakos,Fiorentina,3.45,3.5,2.4,2.42,3.35,3.4,1.84,1.86,2.16,2.18,1.89,1.91,2.08,2.14,11.0,11.5,9.0,9.4,13.5,14.5,28.0,29.0,11.5,12.0,7.0,7.2,10.5,11.0,25.0,26.0,20.0,22.0,13.5,14.5,17.5,18.0,38.0,42.0,55.0,60.0,38.0,40.0,50.0,55.0,85.0,95.0,38.0,42.0,22.0,23.0,410.0,500.0,33261320,55243.0,676467.0,58805.0,1.228744003,1.228743942,1.228744002,1.228744013
