League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
South Korean K League 2,2024-07-01,07:30:00,Gyeongnam,Jeonnam Dragons,2.62,2.92,2.74,3.05,3.25,3.65,1.79,1.95,2.06,2.26,1.81,1.97,2.04,2.24,9.8,15.0,9.4,13.5,15.5,23.0,4.3,980.0,9.2,13.0,6.8,9.4,10.5,16.0,4.1,980.0,14.5,22.0,10.0,15.5,15.0,23.0,4.1,980.0,4.3,980.0,4.2,980.0,4.1,980.0,4.2,980.0,3.8,980.0,3.85,980.0,4.2,1000.0,33372921,5293481.0,8349517.0,58805.0,1.23014077,1.230140815,1.230140854,1.230140779
South Korean K League 2,2024-07-01,07:30:00,Chungnam Asan,Seoul E-Land FC,2.96,3.55,2.44,2.9,2.9,3.55,1.62,1.78,2.28,2.62,1.91,2.24,1.81,2.1,8.4,10.5,7.8,9.8,13.0,17.0,6.6,980.0,9.0,11.5,6.2,8.0,10.5,14.0,6.6,980.0,16.5,23.0,12.0,16.0,5.5,24.0,6.0,980.0,6.0,980.0,5.9,980.0,6.2,980.0,6.4,980.0,6.0,980.0,5.7,980.0,6.8,1000.0,33375394,41061425.0,10299726.0,58805.0,1.230172427,1.230172472,1.230172511,1.230172436
Norwegian 2nd Division,2024-07-01,12:00:00,Hodd,Viking FK II,1.41,2.1,2.84,1000.0,3.1,1000.0,2.16,6.0,1.2,1.85,1.01,1000.0,1.01,1000.0,1.49,1000.0,2.96,1000.0,2.86,1000.0,1.01,1000.0,2.34,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.88,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33384227,44824.0,6358808.0,58805.0,1.230286485,1.23028653,1.230286569,1.230286494
UEFA Euro 2024,2024-07-01,13:00:00,France,Belgium,1.99,2.02,5.0,5.1,3.3,3.35,1.68,1.7,2.44,2.48,2.14,2.18,1.86,1.88,9.2,9.6,13.0,14.0,30.0,34.0,110.0,130.0,7.2,7.4,7.0,7.4,19.0,21.0,70.0,75.0,9.8,10.5,10.5,11.0,21.0,23.0,85.0,95.0,20.0,22.0,22.0,24.0,48.0,55.0,100.0,150.0,16.5,17.0,48.0,110.0,290.0,980.0,33376277,24.0,29578.0,58805.0,1.230179589,1.230179528,1.230179588,1.230179599
Egyptian Premier,2024-07-01,13:00:00,Al-Masry,El Gounah,1.19,1.84,5.5,14.0,3.1,1000.0,1.54,2.12,1.9,2.86,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,5.9,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,7.2,1000.0,8.6,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33378316,11162123.0,5202561.0,58805.0,1.230200764,1.230200809,1.230200848,1.230200773
Egyptian Premier,2024-07-01,13:00:00,El Geish,Al Ahly Cairo,7.8,980.0,1.19,1.59,4.1,980.0,1.72,2.34,1.75,2.4,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33381768,7024303.0,4768314.0,58805.0,1.230256814,1.230256859,1.230256898,1.230256823
Swedish Women's Matches,2024-07-01,13:00:00,AIK (W),Pitea IF (W),2.52,7.8,1.25,2.68,3.0,1000.0,1.76,110.0,1.02,2.3,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33384282,8477739.0,6293572.0,58805.0,1.230286395,1.23028644,1.230286479,1.230286404
Swedish Division 1,2024-07-01,14:00:00,IF Karlstad,Pitea,1.49,2.42,2.72,980.0,2.84,1000.0,1.92,4.5,1.29,2.08,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.98,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33381052,36938262.0,14132171.0,58805.0,1.230245083,1.230245128,1.230245167,1.230245092
UEFA Euro 2024,2024-07-01,16:00:00,Portugal,Slovenia,1.37,1.38,11.5,12.0,5.3,5.4,2.08,2.12,1.9,1.92,2.36,2.4,1.71,1.74,15.0,15.5,29.0,30.0,90.0,100.0,320.0,540.0,7.2,7.4,11.5,12.0,40.0,42.0,180.0,220.0,6.8,7.0,10.0,10.5,34.0,36.0,160.0,180.0,10.0,10.5,14.5,15.0,50.0,55.0,150.0,180.0,6.2,6.4,260.0,360.0,580.0,990.0,33376570,19.0,25913.0,58805.0,1.230181695,1.230181634,1.230181694,1.230181705
Icelandic Women's Matches,2024-07-01,16:15:00,Grindavik (W),Selfoss (W),2.02,2.28,3.05,3.55,3.8,5.7,3.15,3.75,1.37,1.46,1.44,1.53,2.92,3.25,2.4,1000.0,4.0,1000.0,4.1,980.0,2.32,980.0,14.5,980.0,9.4,980.0,11.0,980.0,4.1,1000.0,14.5,980.0,9.0,980.0,3.65,980.0,3.6,1000.0,4.0,1000.0,3.75,980.0,16.5,980.0,3.3,980.0,1.91,980.0,2.12,980.0,2.38,980.0,33384106,5423417.0,5586156.0,58805.0,1.230285675,1.230285720,1.230285759,1.230285684
