League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-05-13,00:10:00,Monterrey,Tigres,2.32,2.38,3.2,3.45,3.55,3.8,2.0,2.14,1.89,1.99,1.74,1.84,2.2,2.36,11.0,18.0,10.5,17.0,17.0,28.0,5.0,70.0,3.65,11.5,3.25,8.4,10.5,17.0,4.8,44.0,11.0,18.5,3.85,14.0,12.5,21.0,4.9,55.0,4.7,38.0,17.5,29.0,4.8,44.0,5.1,110.0,4.2,20.0,4.6,36.0,5.3,1000.0,33262264,328949.0,328916.0,58805.0,1.228759885,1.22875993,1.228759969,1.228759894
Ukrainian Premier League,2024-05-13,09:30:00,Kolos Kovalyovka,LNZ-Lebedyn,2.42,2.54,3.6,3.95,2.96,3.1,1.48,1.54,2.84,3.1,2.16,2.52,1.66,1.85,6.8,980.0,1.74,10.5,3.4,27.0,2.04,1000.0,6.4,7.6,6.4,7.4,2.02,980.0,2.04,1000.0,11.5,14.5,10.5,980.0,6.6,980.0,2.04,1000.0,1.95,38.0,4.2,40.0,2.08,1000.0,2.04,1000.0,2.04,1000.0,2.04,1000.0,3.1,1000.0,33260246,10403841.0,19748479.0,58805.0,1.228729611,1.228729659,1.2287297,1.228729622
Serbian Super League,2024-05-13,11:00:00,FK Novi Pazar,FK Spartak,2.14,2.32,3.4,4.3,3.25,3.75,1.75,1.94,2.06,2.34,1.86,2.02,1.99,2.16,2.2,980.0,1.74,980.0,2.9,1000.0,3.8,1000.0,1.97,980.0,3.55,980.0,1.96,980.0,4.5,1000.0,2.14,16.0,2.06,980.0,1.96,980.0,16.0,1000.0,4.3,34.0,1.85,32.0,6.4,1000.0,17.0,1000.0,1.81,24.0,1.55,1000.0,2.5,1000.0,33265985,9899252.0,4104730.0,58805.0,1.228819304,1.228819349,1.228819388,1.228819313
Bulgarian A League,2024-05-13,11:45:00,Etar,Lokomotiv Sofia,5.2,5.8,1.73,1.77,3.8,4.1,1.75,1.82,2.2,2.34,2.0,2.14,1.87,1.99,10.0,12.5,6.6,7.6,5.2,9.4,7.2,19.5,12.5,980.0,7.4,9.0,8.8,10.5,12.0,21.0,28.0,44.0,20.0,23.0,8.0,980.0,9.4,50.0,10.5,200.0,10.0,95.0,10.5,110.0,26.0,210.0,10.5,210.0,12.5,17.5,11.5,1000.0,33236637,5112597.0,1255223.0,58805.0,1.228342923,1.228342968,1.228343042,1.228342932
Ukrainian Premier League,2024-05-13,12:00:00,Zorya,Veres Rivne,1.92,2.02,4.1,4.8,3.5,4.0,1.94,2.04,1.97,2.08,1.86,2.48,1.68,2.22,2.9,980.0,2.96,980.0,3.2,980.0,3.35,1000.0,2.64,980.0,2.8,980.0,3.0,980.0,3.3,1000.0,2.82,980.0,2.76,980.0,3.05,980.0,3.35,1000.0,3.1,980.0,3.1,980.0,3.25,980.0,3.4,1000.0,3.25,980.0,3.3,1000.0,3.5,1000.0,33260247,2017903.0,10053070.0,58805.0,1.228729709,1.228729754,1.228729793,1.228729718
Bosnian Premier League,2024-05-13,12:00:00,Tuzla City,Borac Banja Luka,7.0,11.5,1.46,1.64,3.65,4.7,1.37,2.38,1.73,3.8,2.24,2.7,1.59,1.81,8.6,980.0,5.4,7.0,6.2,9.0,9.8,15.5,4.2,980.0,7.4,980.0,8.0,980.0,14.0,22.0,4.2,1000.0,4.2,980.0,2.1,980.0,1.64,1000.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,1.64,1000.0,4.2,1000.0,1.55,55.0,1.64,1000.0,33266735,19579579.0,4837337.0,58805.0,1.228834214,1.228834259,1.228834298,1.228834223
Serbian First League,2024-05-13,12:00:00,FK Mladost Novi Sad,FK Sloboda Point,1.3,2.38,3.1,17.0,3.2,7.0,1.5,2.82,1.55,15.5,1.12,1000.0,1.12,1000.0,1.41,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.05,1000.0,33267553,40492492.0,15421191.0,58805.0,1.228849917,1.228849962,1.228850001,1.228849926
Finnish Ykkonen,2024-05-13,12:30:00,JJK,KPV,1.85,3.55,2.08,5.5,3.15,4.3,1.08,990.0,1.11,21.0,1.12,1000.0,1.12,1000.0,1.49,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.05,1000.0,33267135,799035.0,1130626.0,58805.0,1.228841879,1.228841924,1.228841963,1.228841888
Serbian Super League,2024-05-13,13:00:00,Radnicki Nis,FK IMT Novi Beograd,2.28,2.52,3.15,3.9,3.15,3.6,1.4,1.85,2.16,3.5,1.92,2.1,1.91,2.08,2.78,980.0,2.28,980.0,2.5,25.0,2.78,1000.0,2.16,980.0,2.78,980.0,2.38,980.0,2.64,50.0,2.36,15.5,2.28,980.0,2.48,980.0,2.68,1000.0,2.58,36.0,2.56,32.0,2.64,55.0,2.72,1000.0,2.52,28.0,2.64,1000.0,2.78,1000.0,33266936,6555084.0,17203916.0,58805.0,1.228834308,1.228834353,1.228834392,1.228834317
Polish I Liga,2024-05-13,13:00:00,Miedz Legnica,Podbeskidzie B-B,1.86,1.99,4.1,4.8,3.65,4.2,1.98,2.12,1.9,2.02,1.8,1.95,2.06,2.26,10.5,980.0,12.0,980.0,3.95,40.0,3.6,120.0,7.0,11.5,3.3,980.0,13.0,980.0,4.0,1000.0,3.35,14.0,3.25,12.5,14.0,980.0,3.55,75.0,3.5,25.0,14.5,70.0,3.7,1000.0,3.6,130.0,2.9,55.0,3.5,70.0,4.3,1000.0,33252610,4935893.0,4135278.0,58805.0,1.228612731,1.228612776,1.228612815,1.22861274
