League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
English U21 Pro Development League,2024-09-03,10:00:00,Barnsley U21,Bristol City U21,2.02,2.24,3.0,3.7,4.2,4.8,3.0,3.45,1.41,1.49,1.46,1.56,2.8,3.25,4.3,980.0,4.2,980.0,4.3,38.0,4.5,65.0,4.0,22.0,9.6,14.5,12.0,18.5,4.3,36.0,4.0,23.0,9.6,14.0,12.5,18.5,4.3,36.0,4.3,34.0,4.0,22.0,19.0,28.0,4.5,200.0,3.1,8.6,3.9,19.0,15.0,850.0,33547423,6667038.0,6597941.0,58805.0,1.232552532,1.232552577,1.232552616,1.232552541,4.4,5.2,1.24,1.28,1.27,55.0,1.03,1.04,3.05,13.5,1.12,1.16,1.37,1.5,1.8,1.99,1.27,1.32,1.232552533,1.232552535,1.232552536,1.23255258
English U21 Pro Development League,2024-09-03,10:00:00,Hull City U21,Queens Park Rangers U21,2.62,3.05,2.24,2.52,4.2,4.9,3.1,3.6,1.39,1.47,1.47,1.53,2.9,3.1,4.0,980.0,3.65,980.0,3.85,27.0,3.9,42.0,3.85,980.0,8.6,980.0,9.2,980.0,3.8,26.0,3.95,32.0,10.0,980.0,12.0,980.0,3.95,32.0,3.95,55.0,3.9,30.0,3.95,34.0,4.1,200.0,3.3,160.0,3.1,12.0,4.4,850.0,33547424,7840178.0,48031017.0,58805.0,1.232552442,1.232552487,1.232552526,1.232552451,4.5,5.7,1.23,1.28,26.0,55.0,1.03,1.04,3.0,13.5,1.11,1.17,1.65,1.8,1.5,1.62,1.25,1.31,1.232552443,1.232552445,1.232552446,1.23255249
Romanian Liga II,2024-09-03,12:00:00,Csikszereda,Metalul Buzau,1.27,1.34,10.5,15.5,4.9,7.8,2.06,2.52,1.65,1.95,2.2,2.44,1.7,1.83,2.68,980.0,4.2,980.0,4.2,1000.0,12.0,1000.0,3.45,980.0,4.1,980.0,4.2,980.0,13.0,1000.0,3.25,8.0,3.85,980.0,4.8,980.0,5.3,1000.0,3.8,12.5,11.5,19.0,2.08,48.0,2.96,1000.0,2.86,60.0,4.2,1000.0,5.5,1000.0,33534319,8886239.0,14925624.0,58805.0,1.23237614,1.232376185,1.232376224,1.232376149,3.75,4.4,1.3,1.36,1.27,110.0,1.03,1.08,3.0,1000.0,1.16,1.29,1.07,1.1,3.6,4.9,1.17,1.23,1.232376141,1.232376143,1.232376144,1.232376188
Romanian Liga II,2024-09-03,14:30:00,Chindia Targoviste,CS Afumati,2.96,3.0,2.7,2.82,3.25,3.35,1.65,1.75,2.32,2.54,1.92,2.14,1.88,2.1,9.6,10.0,8.4,9.4,14.0,17.0,34.0,46.0,9.0,11.5,6.8,7.6,11.5,12.5,29.0,36.0,16.0,19.0,12.0,14.5,19.0,23.0,40.0,75.0,26.0,55.0,32.0,40.0,32.0,70.0,10.0,170.0,18.5,46.0,23.0,40.0,10.5,1000.0,33534318,5823182.0,7290083.0,58805.0,1.232376230,1.232376275,1.232376314,1.232376239,2.72,2.78,1.56,1.58,2.92,12.5,1.09,1.12,2.92,3.3,1.43,1.52,1.54,1.59,1.5,1.52,1.42,1.45,1.232376231,1.232376233,1.232376234,1.232376278
Austrian Landesliga,2024-09-03,14:30:00,SC Wiener Neustadt,Ask Bau Pochhacker Ybbs,1.51,1.93,2.86,32.0,4.2,8.0,2.8,21.0,1.2,1.55,1.12,1000.0,1.12,1000.0,1.49,980.0,2.64,980.0,2.58,1000.0,2.98,1000.0,2.66,980.0,2.88,980.0,1.02,980.0,1.02,1000.0,2.74,1000.0,1.13,980.0,1.02,980.0,1.02,1000.0,1.13,1000.0,1.02,1000.0,1.02,1000.0,1.03,1000.0,1.01,1000.0,1.55,1000.0,1.03,1000.0,33549535,7017551.0,73396647.0,58805.0,1.232593039,1.232593042,1.232593086,1.232593087,1.2,6.6,1.18,1.4,1.27,110.0,1.03,1.05,2.8,36.0,1.05,1.25,1.13,1.47,2.06,3.05,1.15,1.28,1.232593088,1.232593049,1.232593040,1.232593041
Brazilian U20,2024-09-03,15:00:00,Sao Bento U20,Referencia FC U20,1.76,2.24,3.45,5.4,3.2,9.2,1.57,2.78,1.56,2.74,1.71,1.99,2.0,2.42,1.49,980.0,2.52,980.0,2.74,1000.0,1.03,1000.0,2.32,980.0,2.84,980.0,1.03,980.0,1.02,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.02,1000.0,1.03,1000.0,1.02,1000.0,1.02,1000.0,1.03,1000.0,1.55,1000.0,1.55,1000.0,1.03,1000.0,33549634,13160269.0,68969237.0,58805.0,1.232593625,1.232593670,1.232593709,1.232593634,1.05,4.1,1.33,20.0,2.12,21.0,1.05,1.88,2.12,21.0,1.05,1.88,1.26,1.4,1.83,2.32,1.2,1.39,1.232593626,1.232593628,1.232593629,1.232593673
Brazilian U20,2024-09-03,15:00:00,XV Jau U20,Botafogo SP U20,1.98,2.96,2.46,5.5,2.96,6.8,1.22,3.75,1.36,7.0,1.12,1000.0,1.12,1000.0,1.49,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,2.56,980.0,1.03,980.0,1.02,980.0,1.02,1000.0,1.03,1000.0,1.03,980.0,1.02,980.0,1.02,1000.0,1.03,1000.0,1.02,1000.0,1.02,1000.0,1.03,1000.0,1.55,1000.0,1.55,1000.0,1.03,1000.0,33549635,16631946.0,7345608.0,58805.0,1.232593535,1.232593580,1.232593619,1.232593544,1.2,3.9,1.01,20.0,2.08,18.0,1.06,1.93,2.08,18.0,1.06,1.93,1.25,1.43,1.74,2.2,1.17,1.42,1.232593536,1.232593538,1.232593539,1.232593583
Brazilian U20,2024-09-03,15:00:00,Red Bull Bragantino U20,Sertaozinho U20,1.07,1.3,10.0,870.0,3.65,32.0,2.3,300.0,1.01,1.77,1.12,2.22,1.82,1000.0,1.49,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.08,980.0,1.08,980.0,1.13,980.0,1.13,1000.0,1.08,1000.0,1.08,980.0,1.08,980.0,1.13,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.01,55.0,1.55,1000.0,1.08,1000.0,33549717,40462925.0,22295631.0,58805.0,1.232594257,1.232594302,1.232594341,1.232594266,1.2,7.0,1.17,6.0,2.3,1000.0,1.01,1.77,2.3,1000.0,1.01,1.77,1.01,1.12,3.25,15.5,1.03,1.15,1.232594258,1.232594260,1.232594261,1.232594305
Brazilian U20,2024-09-03,15:00:00,Gremio Novorizontino U20,Palmeiras U20,3.35,11.0,1.53,3.0,3.3,7.0,1.35,2.46,1.69,3.9,1.72,1.98,2.02,2.4,1.49,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.02,980.0,1.02,1000.0,1.03,1000.0,1.03,980.0,1.02,980.0,1.02,1000.0,1.03,1000.0,1.02,1000.0,1.02,1000.0,1.03,1000.0,1.55,250.0,1.01,60.0,1.03,1000.0,33549715,16618291.0,5181619.0,58805.0,1.232594347,1.232594392,1.232594431,1.232594356,1.2,4.2,1.32,20.0,2.18,26.0,1.04,1.74,2.18,26.0,1.04,1.84,1.75,2.98,1.23,1.43,1.17,1.42,1.232594348,1.232594350,1.232594351,1.232594395
Brazilian U20,2024-09-03,15:00:00,Santos U20,Mirassol U20,1.44,1.91,3.3,14.0,3.0,15.0,1.98,3.15,1.46,2.02,1.67,1.93,2.08,2.5,1.49,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.02,980.0,1.02,1000.0,1.03,1000.0,1.03,980.0,1.02,980.0,1.02,1000.0,1.03,1000.0,1.02,1000.0,1.02,1000.0,1.03,1000.0,1.01,55.0,1.55,1000.0,1.03,1000.0,33549719,6014424.0,22296768.0,58805.0,1.232594073,1.232594118,1.232594157,1.232594082,1.05,4.1,1.33,20.0,3.0,21.0,1.05,1.5,3.0,21.0,1.05,1.5,1.05,1.43,2.08,3.6,1.2,1.47,1.232594074,1.232594076,1.232594077,1.232594121
