Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,VIETNAM - V.LEAGUE 1,09/05/2024,07:00,Gia Lai,Song Lam Nghe An,1.95,3.25,3.75
2,ARMENIA - PREMIER LEAGUE,09/05/2024,09:00,Pyunik Yerevan,Van,1.16,6.2,11.75
3,VIETNAM - V.LEAGUE 1,09/05/2024,09:15,Hanoi FC,Viettel,1.87,3.3,4.0
4,NIGERIA - NPFL,09/05/2024,12:00,Kwara,Rivers United,1.7,3.2,5.4
5,IVORY COAST - LIGUE 1,09/05/2024,12:30,Stade d'Abidjan,Mouna,2.05,3.0,3.45
6,EGYPT - PREMIER LEAGUE,09/05/2024,13:00,Smouha,ZED,2.55,2.52,3.35
7,SOUTH AMERICA - COPA SUDAMERICANA,09/05/2024,19:00,Belgrano (Arg),Delfin (Ecu),1.8,3.5,4.75
8,SOUTH AMERICA - COPA LIBERTADORES,09/05/2024,19:00,San Lorenzo (Arg),Ind. del Valle (Ecu),2.1,3.25,3.8
9,SOUTH AMERICA - COPA SUDAMERICANA,09/05/2024,23:00,U. Catolica (Ecu),Union La Calera (Chi),1.36,4.5,9.5
