League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Japanese J League,2024-02-23,06:00:00,Nagoya,Kashima,2.74,3.1,3.05,2.46,1.6,1.3,3.8,1.05,11.0,7.4,1.13,2.72,1.55,1.56,2.68,1.06,1.01,2.16,1.83,7.8,8.4,16.5,40.0,7.6,6.4,13.5,21.0,14.5,12.0,20.0,12.0,10.5,11.0,11.5,13.0,10.5,11.0,14.0,0.3649635,0.32786885,0.32258064,0.37313432,0.64102566,0.46296296,0.5464481,1.1131387,1.1313869,0.89836067,1.0163934,0.88387096,0.983871,0.8786885,0.5114754,0.05571237,0.053540587,0.061643835,0.008130081,0.06457242,0.88387096,1.0163934,0.89836067,1.0223881,1.1567165,0.8786885,1.2407408,8.89,-0.03487064,0.005624297,0.30821148,0.34870642,0.065811485,0.19502136,0.073684156,0.47770283,8.810733,1.5839192,29.248827,0.47770283,0.05,0.31,1,1.0
Azerbaijan Premier League,2024-02-23,10:00:00,Kapaz Ganja,FK Qabala,1.75,3.45,2.04,2.88,1.42,1.02,1.01,1.08,9.6,1.02,1.03,2.22,1.03,1.45,1.6,1.04,1.6,1.61,1.83,1.49,1.28,1.28,1.28,1.28,1.14,1.28,1.28,1.28,1.28,1.22,1.28,1.28,1.28,1.28,1.28,1.55,1.55,1.28,0.5714286,0.49019608,0.28985506,0.625,0.6896552,0.621118,0.5464481,1.1657143,1.9714285,0.85784316,1.6911764,0.5072464,0.59130436,0.78431374,0.7107843,0.26266867,0.07651715,0.32692307,0.2568306,0.12087912,0.5072464,1.6911764,0.85784316,1.09375,2.15625,0.78431374,0.99378884,7.24,-0.04005525,0.19475138,0.2417127,0.47651935,0.37682888,0.90941375,0.38307738,2.2275996,8.250387,0.21213204,4.289153,2.2275996,1.41,0.29,1,1.0
Bulgarian A League,2024-02-23,10:00:00,Botev Vratsa,Pirin Blagoevgrad,1.96,4.5,3.4,2.36,1.43,1.34,3.35,1.08,9.2,2.86,1.08,2.86,1.43,1.62,2.3,1.05,9.6,2.06,1.87,3.95,10.0,5.1,5.6,6.4,6.6,14.5,5.5,4.2,4.1,17.5,5.6,16.5,18.5,5.3,5.7,4.7,5.6,5.8,0.5102041,0.29411766,0.22222222,0.4347826,0.61728394,0.4854369,0.53475934,1.7346939,2.2959185,0.5764706,1.3235294,0.43555555,0.75555557,0.6764706,0.4764706,0.35765204,0.26865673,0.39318886,0.1392405,0.19298245,0.43555555,1.3235294,0.5764706,0.8521739,1.9565217,0.6764706,1.1165049,9.86,-0.14604463,0.111561865,0.19878297,0.45638946,0.38756198,1.273787,0.3786564,3.1201282,35.753887,0.9616652,18.778032,3.1201282,1.1,1.44,1,1.0
Romanian Liga I,2024-02-23,12:00:00,Hermannstadt,FC U Craiova 1948,2.12,4.1,3.15,2.14,1.54,1.32,3.55,1.07,11.0,7.6,1.1,2.78,1.45,1.59,2.34,1.05,9.6,2.04,1.84,8.6,10.5,6.0,7.0,6.6,6.4,5.4,6.8,4.9,4.6,5.8,7.0,6.0,6.0,6.6,7.2,5.9,7.0,7.4,0.4716981,0.31746033,0.24390244,0.42735043,0.6289308,0.49019608,0.54347825,1.485849,1.9339622,0.6730159,1.3015873,0.51707315,0.76829267,0.74285716,0.50476193,0.27565143,0.19544592,0.31832796,0.13103448,0.14754099,0.51707315,1.3015873,0.6730159,0.9059829,1.7521367,0.74285716,1.1470588,9.37,-0.10992529,0.101387404,0.226254,0.4375667,0.31705528,0.9902693,0.3068898,2.4256546,27.248466,1.0606601,20.556046,2.4256546,0.95,1.03,1,1.0
Croatian 1 HNL,2024-02-23,13:00:00,Lokomotiva,Osijek,2.8,2.72,3.3,2.98,1.43,1.43,2.98,1.09,7.2,10.0,1.06,3.65,1.32,1.89,2.0,1.12,3.5,1.76,2.14,9.6,8.8,13.0,5.0,3.8,6.8,9.4,4.8,13.5,9.8,12.5,5.0,5.0,4.8,5.0,5.3,4.7,4.7,5.5,0.35714287,0.3030303,0.36764705,0.5,0.52910054,0.5681818,0.46728972,1.1785715,0.9714286,0.8484849,0.8242424,1.0294118,1.2132353,0.6060606,0.57272726,0.08263534,0.08196721,0.014492754,0.096345514,0.24528302,1.0294118,0.8242424,0.8484849,1.4,1.36,0.6060606,1.1363636,8.82,-0.05668934,-0.06575964,0.31746033,0.30839002,0.10691316,0.31432468,0.19796894,0.7699351,14.036243,0.15556349,3.148096,0.7699351,0.58,0.5,1,1.0
Slovakian Super League,2024-02-23,13:30:00,FC Kosice,MFk Skalica,2.42,3.05,3.15,2.66,1.44,1.36,3.0,1.08,9.2,3.05,1.07,3.05,1.37,1.72,2.1,1.08,3.8,1.8,1.91,9.4,9.4,5.9,6.6,8.4,6.4,11.5,6.4,12.5,9.8,5.8,6.6,6.2,6.0,6.6,7.0,5.9,6.4,7.4,0.41322315,0.31746033,0.32786885,0.47619048,0.5813953,0.5555556,0.5235602,1.3016529,1.2603306,0.768254,0.96825397,0.7934426,1.0327868,0.6666667,0.5460318,0.12158305,0.13105924,0.115173675,0.016129032,0.2,0.7934426,0.96825397,0.768254,1.152381,1.4523809,0.6666667,1.1666666,8.62,-0.08468678,-0.011600928,0.28074247,0.3538283,0.13773873,0.3957693,0.1880291,0.96943283,20.052082,0.53740114,10.757967,0.96943283,0.1,0.73,1,1.0
Polish Ekstraklasa,2024-02-23,14:00:00,Piast Gliwice,Cracovia Krakow,2.28,3.95,3.1,2.32,1.58,1.25,3.75,1.05,12.0,6.8,1.12,2.58,1.6,1.46,2.72,1.05,10.0,2.24,1.65,6.6,7.6,19.5,4.4,5.3,6.2,13.0,4.3,9.2,9.2,19.0,4.4,5.3,5.3,4.3,4.5,4.1,4.4,4.5,0.4385965,0.32258064,0.25316456,0.36764705,0.6849315,0.44642857,0.6060606,1.3596492,1.7324561,0.7354839,1.2741935,0.5772152,0.7848101,0.87741935,0.47096774,0.22624013,0.15241636,0.2680578,0.120567374,0.0652921,0.5772152,1.2741935,0.7354839,0.8382353,1.4522059,0.87741935,1.2142857,9.33,-0.08788853,0.09110396,0.244373,0.42336547,0.2685032,0.8350449,0.235402,2.045434,22.293629,1.7819091,32.210926,2.045434,0.85,0.82,1,1.0
Turkish Super League,2024-02-23,14:00:00,Samsunspor,Rizespor,2.02,4.3,3.5,2.9,1.4,1.43,2.84,1.09,7.2,11.5,1.07,3.75,1.34,1.92,2.02,1.12,6.6,1.86,2.1,11.5,14.0,28.0,12.5,8.2,7.4,15.5,32.0,11.0,9.8,17.0,42.0,21.0,9.0,34.0,15.0,14.0,13.5,14.0,0.4950495,0.2857143,0.23255815,0.4950495,0.5208333,0.53763443,0.47619048,1.7326733,2.128713,0.57714283,1.2285714,0.46976745,0.81395346,0.57714283,0.5485714,0.3354554,0.26811594,0.3607595,0.102564104,0.26811594,0.46976745,1.2285714,0.57714283,1.0,2.128713,0.57714283,1.0860215,9.82,-0.15071283,0.08146639,0.20570265,0.4378819,0.35339424,1.1567771,0.38293588,2.8335137,36.501442,0.14142136,2.8624053,2.8335137,0.8,1.48,1,1.0
German Bundesliga 2,2024-02-23,14:30:00,Wehen Wiesbaden,Paderborn,2.88,2.48,3.75,3.5,1.34,1.57,2.52,1.14,6.0,15.5,1.05,4.6,1.21,2.34,1.71,1.17,5.0,1.61,2.54,17.0,12.5,16.5,7.2,13.5,8.0,10.5,21.0,19.0,11.0,13.5,7.2,7.6,6.8,7.2,26.0,6.2,5.8,8.8,0.3472222,0.26666668,0.4032258,0.5847953,0.42735043,0.621118,0.39370078,1.3020834,0.8611111,0.768,0.6613333,1.1612903,1.5120968,0.456,0.624,0.16531935,0.13122173,0.07462686,0.20385233,0.37362638,1.1612903,0.6613333,0.768,1.6842105,1.4502923,0.456,1.0621119,9.11,-0.09549945,-0.13940725,0.31613612,0.27222833,0.21383084,0.649333,0.3139283,1.5905344,23.50904,0.89095455,-17.484426,1.5905344,1.27,0.87,1,1.0
German Bundesliga 2,2024-02-23,14:30:00,Holstein Kiel,St Pauli,3.25,2.24,3.8,3.35,1.34,1.53,2.64,1.14,6.8,15.5,1.05,4.5,1.25,2.24,1.76,1.17,4.9,1.66,2.4,16.0,11.5,14.5,26.0,14.5,8.0,10.0,20.0,24.0,13.0,14.5,28.0,40.0,30.0,36.0,40.0,23.0,12.0,22.0,0.30769232,0.2631579,0.44642857,0.5681818,0.44642857,0.60240966,0.41666666,1.1692308,0.68923074,0.8552632,0.58947366,1.4508928,1.6964285,0.4631579,0.58947366,0.23015817,0.07801419,0.18397085,0.25827813,0.36690646,1.4508928,0.58947366,0.8552632,1.8465909,1.2727273,0.4631579,1.060241,9.29,-0.059203446,-0.1679225,0.34983853,0.24111949,0.25550786,0.7912227,0.33648124,1.9380919,15.376251,0.6788225,-13.495733,1.9380919,1.56,0.55,1,1.0
